
topic = 0
-----http 0.071283095723
youtube 0.0325865580448
video 0.0285132382892
youtu 0.0264765784114
bit 0.0224032586558
com 0.020366598778
song 0.0162932790224
last 0.0142566191446
family 0.0142566191446
nicki 0.0142566191446

topic = 1
-----time 0.0197044334975
playing 0.0172413793103
job 0.0172413793103
like 0.0147783251232
tomorrow 0.0147783251232
taylor 0.0147783251232
back 0.0147783251232
swift 0.012315270936
week 0.012315270936
going 0.012315270936

topic = 2
-----http 0.0708955223881
today 0.0298507462687
com 0.0261194029851
new 0.0205223880597
goo 0.0167910447761
live 0.0167910447761
bit 0.0130597014925
weight 0.0111940298507
best 0.0111940298507
computer 0.00932835820896

topic = 3
-----http 0.0668058455115
www 0.0229645093946
youtube 0.0208768267223
watch 0.0187891440501
day 0.0146137787056
com 0.0146137787056
ever 0.0125260960334
watching 0.0125260960334
two 0.0125260960334
feature 0.0125260960334

topic = 4
-----http 0.0635838150289
bit 0.0327552986513
justin 0.0250481695568
com 0.0211946050096
twitter 0.0211946050096
bieber 0.0211946050096
time 0.019267822736
love 0.0173410404624
see 0.0173410404624
make 0.0154142581888

topic = 5
-----http 0.0625
new 0.0362903225806
right 0.0201612903226
murray 0.0141129032258
bit 0.0141129032258
girl 0.0120967741935
great 0.0120967741935
egypt 0.0100806451613
face 0.0100806451613
life 0.0100806451613

topic = 6
-----watching 0.0169811320755
justinbieber 0.0150943396226
see 0.0150943396226
nowplaying 0.0150943396226
sign 0.0150943396226
http 0.0132075471698
watch 0.0132075471698
never 0.0132075471698
new 0.0132075471698
twittascope 0.0132075471698

topic = 7
-----would 0.0186721991701
http 0.0186721991701
good 0.0186721991701
bit 0.0165975103734
day 0.0165975103734
start 0.0124481327801
come 0.0124481327801
girl 0.0124481327801
nowplaying 0.0103734439834
show 0.0103734439834

topic = 8
-----http 0.0489236790607
know 0.0156555772994
via 0.0156555772994
get 0.013698630137
online 0.013698630137
weather 0.013698630137
shop 0.013698630137
com 0.0117416829746
watch 0.0117416829746
sunday 0.00978473581213

topic = 9
-----http 0.0671378091873
like 0.0371024734982
bit 0.0282685512367
love 0.0212014134276
first 0.0141342756184
look 0.0141342756184
need 0.0123674911661
cream 0.0123674911661
movie 0.0123674911661
whole 0.0106007067138

topic = 10
-----http 0.0746705710102
bit 0.0483162518302
com 0.0439238653001
www 0.0248901903367
video 0.0175695461201
great 0.01317715959
youtube 0.01317715959
job 0.0117130307467
online 0.00878477306003
big 0.00878477306003

topic = 11
-----http 0.0514018691589
com 0.0280373831776
dlvr 0.0163551401869
tumblr 0.0163551401869
fan 0.0140186915888
night 0.0116822429907
date 0.00934579439252
reason 0.00934579439252
get 0.00934579439252
keep 0.00934579439252

topic = 12
-----know 0.0219512195122
http 0.0219512195122
need 0.0170731707317
got 0.0170731707317
year 0.0170731707317
yes 0.0170731707317
hope 0.0146341463415
old 0.0146341463415
feel 0.0121951219512
one 0.0121951219512

topic = 13
-----get 0.0255102040816
people 0.0178571428571
take 0.015306122449
problem 0.0127551020408
need 0.0127551020408
fight 0.0102040816327
say 0.0102040816327
finally 0.0102040816327
still 0.0102040816327
obama 0.0102040816327

topic = 14
-----http 0.0788461538462
bit 0.05
get 0.0192307692308
iphone 0.0153846153846
free 0.0134615384615
save 0.0115384615385
click 0.00961538461538
ipad 0.00961538461538
ipod 0.00961538461538
morning 0.00961538461538

topic = 15
-----http 0.0847145488029
com 0.0589318600368
egypt 0.0257826887661
tinyurl 0.0220994475138
twitpic 0.0220994475138
news 0.0202578268877
home 0.0128913443831
cnn 0.0128913443831
live 0.0110497237569
watch 0.0110497237569

topic = 16
-----hot 0.0168674698795
lol 0.0144578313253
movie 0.0144578313253
food 0.0144578313253
market 0.0120481927711
hate 0.0120481927711
love 0.0120481927711
think 0.0120481927711
forget 0.00963855421687
vote 0.00963855421687

topic = 17
-----http 0.0971731448763
bit 0.0706713780919
got 0.0247349823322
took 0.0229681978799
today 0.017667844523
egypt 0.017667844523
one 0.017667844523
part 0.0159010600707
game 0.0159010600707
time 0.0159010600707
